MAL_ID|Name|Score|Genres|Type|Episodes|Aired|End|Producers|Licensors|Studios|Source|Duration|Rating|Ranked|Popularity|Members|Favorites|Watching|Completed|On-Hold|Dropped|Plan to Watch|Score-10|Score-9|Score-8|Score-7|Score-6|Score-5|Score-4|Score-3|Score-2|Score-1
1089|Macross: Do You Remember Love?|7.97|Action, Military, Sci-Fi, Music, Space, Romance, Mecha|Movie|1|7/7/1984||Mainichi Broadcasting System, Studio Nue, Big West||Artland, Tatsunoko Production|Original|1 hr. 55 min.|PG-13 - Teens 13 or older|574|2679|36424|633|812|22854|342|247|12169|3071|3776|5217|3414|1372|588|239|91|47|37
1090|Mobile Suit Gundam I|7.3|Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha|Movie|1|3/14/1981||Sotsu|Nozomi Entertainment, Bandai Entertainment|Sunrise|Original|2 hr. 20 min.|PG-13 - Teens 13 or older|2339|3198|26307|37|384|20059|224|180|5460|906|1662|4018|5443|2072|779|244|94|30|32
1091|Mobile Suit Gundam II: Soldiers of Sorrow|7.39|Action, Military, Sci-Fi, Space, Drama, Mecha|Movie|1|7/11/1981||Sotsu|Nozomi Entertainment, Bandai Entertainment|Sunrise|Original|2 hr. 15 min.|PG-13 - Teens 13 or older|1960|3477|22091|23|301|17288|209|153|4140|832|1561|3874|4278|1673|599|194|66|21|24
1092|Mobile Suit Gundam III: Encounters in Space|7.78|Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha|Movie|1|3/13/1982||Sotsu|Nozomi Entertainment, Bandai Entertainment|Sunrise|Original|2 hr. 20 min.|PG-13 - Teens 13 or older|868|3461|22302|102|346|16889|193|175|4699|1330|2397|4188|3133|1120|375|129|91|22|33
1093|Oishinbo|6.4|Comedy, Slice of Life, Seinen|TV|136|10/17/1988|3/17/1992|TV Asahi||Shin-Ei Animation|Manga|23 min. per ep.|PG-13 - Teens 13 or older|6411|8947|1915|9|325|232|153|139|1066|31|33|66|78|53|42|8|12|5|18
1094|One Piece: Umi no Heso no Daibouken-hen|7.29|Action, Adventure, Comedy, Fantasy, Shounen, Super Power|Special|1|12/20/2000||||Toei Animation|Manga|49 min.|PG-13 - Teens 13 or older|2395|3083|28039|32|379|22225|278|191|4966|1525|1336|2952|4629|2238|973|259|85|36|45
1095|Kidou Keisatsu Patlabor the Movie|7.55|Drama, Mecha, Military, Police|Movie|1|7/15/1989||Bandai Visual, Shochiku, Bandai, Tohokushinsha Film Corporation|Maiden Japan, Manga Entertainment, Bandai Visual USA|Production I.G, Studio Deen|Original|1 hr. 39 min.|PG-13 - Teens 13 or older|1432|2835|32694|176|773|18875|315|162|12569|912|2169|4879|4343|1535|578|149|70|21|26
1096|Kidou Keisatsu Patlabor 2 the Movie|7.9|Military, Sci-Fi, Mystery, Police, Drama, Mecha|Movie|1|8/7/1993||Bandai Visual, VAP, Shochiku, Tohokushinsha Film Corporation|Maiden Japan, Manga Entertainment, Bandai Visual USA|Production I.G, Production Reed|Original|1 hr. 48 min.|PG-13 - Teens 13 or older|673|3258|25303|435|654|15038|268|155|9188|1511|2536|3521|2542|957|347|154|56|18|38
1097|Lime-iro Senkitan|5.97|Drama, Ecchi, Harem, Historical, Mecha, Supernatural|TV|13|1/4/2003|3/29/2003|KSS, Soft Garage||Studio Hibari|Visual novel|26 min. per ep.|R+ - Mild Nudity|8340|5105|9017|13|536|3769|341|571|3800|95|156|311|612|626|449|290|175|120|75
1098|Samurai Girl Real Bout High School|5.97|Adventure, Comedy, Fantasy, Shounen|TV|13|7/30/2001|10/22/2001||Tokyopop|Gonzo|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|8322|5142|8846|10|388|4764|438|727|2529|94|143|363|843|900|669|395|167|106|69
1099|Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu|6|Adventure, Drama, Fantasy, Shounen|OVA|1|2/10/2004||||||1 hr.|PG-13 - Teens 13 or older|8234|8975|1892|4|46|1056|28|68|694|28|35|80|140|147|112|57|25|27|27
1100|Soreyuke! Uchuu Senkan Yamamoto Yohko|6.12|Sci-Fi, Adventure, Comedy|OVA|3|3/6/1996|6/5/1996|Kadokawa Shoten||J.C.Staff|Novel|30 min. per ep.|PG-13 - Teens 13 or older|7733|7194|3853|3|144|1296|105|113|2195|28|34|95|257|263|188|64|37|13|8
1101|Tenchi Muyou! Manatsu no Eve|7.14|Action, Comedy, Sci-Fi, Shounen, Space|Movie|1|8/2/1997||Geneon Universal Entertainment, Genco, Pioneer LDC, Nippon Cultural Broadcasting|Funimation, Geneon Entertainment USA|AIC||59 min.|R+ - Mild Nudity|3019|4321|13699|15|224|10603|146|97|2629|497|759|1620|2282|1155|567|202|54|35|15
1102|Urda|4.59|Action, Historical, Military, Sci-Fi|ONA|5|1/5/2002|1/5/2003||Media Blasters|Romanov Films||6 min. per ep.|PG-13 - Teens 13 or older|10876|7508|3378|3|99|1932|68|125|1154|24|28|85|174|245|264|194|158|222|179
1103|Shinkon Gattai Godannar!!|6.69|Ecchi, Comedy, Mecha, Romance, Sci-Fi|TV|13|10/1/2003|12/24/2003|AIC|ADV Films, Sentai Filmworks|OLM|Original|25 min. per ep.|R+ - Mild Nudity|4937|4251|14240|37|843|5011|603|785|6998|190|321|759|1234|829|482|225|107|65|41
1104|Shinkon Gattai Godannar!! 2nd Season|6.95|Ecchi, Comedy, Mecha, Romance, Sci-Fi|TV|13|4/5/2004|6/27/2004||ADV Films, Sentai Filmworks|OLM|Original|25 min. per ep.|R+ - Mild Nudity|3801|5689|6957|8|259|3842|185|175|2496|155|292|609|891|502|246|100|37|27|18
1105|Digital Juice|5.62|Comedy, Psychological|OVA|6|1/25/2002||Beyond C.||Studio 4°C||3 min. per ep.|R+ - Mild Nudity|9355|6300|5364|0|108|3231|72|97|1856|53|72|183|421|575|461|279|157|93|66
1106|Eikyuu Kazoku|5.96|Psychological, Comedy|Movie|1|4/1/1997||Beyond C.||Studio 4°C|Original|28 min.|PG-13 - Teens 13 or older|8342|5280|8302|18|154|4386|91|115|3556|90|144|368|800|804|533|310|156|102|91
1107|Youjuu Toshi|6.44|Action, Adventure, Demons, Drama, Horror, Super Power|Movie|1|4/25/1987||Japan Home Video|Discotek Media, Urban Vision|Madhouse|Novel|1 hr. 22 min.|R+ - Mild Nudity|6252|2871|32106|137|936|17261|310|226|13373|484|814|2176|3884|3025|1671|905|358|226|129
1108|Senkaiden Houshin Engi|7.13|Magic, Adventure, Fantasy, Supernatural, Historical, Shounen|TV|26|7/3/1999|12/25/1999|TV Tokyo Music|ADV Films, Discotek Media|Studio Deen|Manga|24 min. per ep.|PG-13 - Teens 13 or older|3089|4183|14820|76|576|8050|608|793|4793|438|690|1437|1918|1044|530|222|96|55|34
1109|Monster Extra: Hottan|6.68|Drama, Horror, Mystery, Seinen|Special|1|9/21/2004||VAP|VIZ Media|Madhouse|Manga|24 min.|R - 17+ (violence & profanity)|5004|5116|8991|12|134|5557|128|172|3000|256|276|505|1070|868|545|108|49|28|41
1110|Mermaid Melody Pichi Pichi Pitch Pure|7.09|Adventure, Music, Comedy, Magic, Romance, Shoujo|TV|39|4/3/2004|12/25/2004|Synergy Japan||Actas, SynergySP|Manga|25 min. per ep.|PG - Children|3255|2791|33784|255|929|26165|1113|1378|4199|1927|2000|3314|4966|3200|1786|594|243|140|104
1111|Vandread: Gekitou-hen|6.9|Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space|OVA|1|10/25/2002|||Funimation|Gonzo|Original|1 hr. 26 min.|PG-13 - Teens 13 or older|4056|5758|6736|3|132|4332|97|114|2061|171|216|468|836|486|264|77|30|15|16
1112|Vandread: Taidou-hen|6.8|Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space|OVA|1|1/21/2001||Imagine|Funimation|Gonzo|Original|1 hr. 18 min.|PG-13 - Teens 13 or older|4459|5751|6759|5|129|4436|92|111|1991|167|203|460|825|541|286|91|42|29|17
1115|Handsome Girl|5.76|Romance, Shoujo|OVA|1|1/21/1992||Shueisha||J.C.Staff|Manga|37 min.|PG-13 - Teens 13 or older|8962|7692|3149|2|72|1837|44|52|1144|32|45|103|247|345|291|165|63|25|22
1116|Junkers Come Here|7.14|Slice of Life, Drama|Movie|1|7/20/1994||Bandai Visual, Kadokawa Shoten|Bandai Entertainment|Triangle Staff|Novel|1 hr. 39 min.|G - All Ages|3023|6452|5038|8|116|2290|64|82|2486|111|192|467|551|280|134|35|18|10|10
1117|Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan|7.36|Adventure, Comedy, Kids, Drama, Fantasy|Movie|1|7/17/1999||Studio Jack|4Kids Entertainment, Warner Bros. Japan|OLM|Game|1 hr. 20 min.|PG - Children|2048|1022|145873|195|669|141476|214|233|3281|9574|12254|22455|28136|14162|6953|1897|690|294|150
1118|Pokemon Movie 03: Kesshoutou no Teiou Entei|7.09|Action, Adventure, Comedy, Kids, Drama, Fantasy|Movie|1|7/8/2000||Studio Jack|4Kids Entertainment, Warner Bros. Japan|OLM|Game|1 hr. 31 min.|PG - Children|3231|1078|136843|129|670|132317|200|247|3409|6299|8820|18571|27731|15942|7952|2313|868|336|172
1119|Pokemon Movie 04: Celebi Toki wo Koeta Deai|6.92|Adventure, Comedy, Kids, Drama, Fantasy|Movie|1|7/7/2001||Studio Jack|4Kids Entertainment, Miramax Films|OLM|Game|1 hr. 19 min.|PG - Children|3946|1239|117119|99|547|112636|224|275|3437|4836|6250|13694|23222|15256|7678|2580|886|421|192
1120|Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios|7.18|Adventure, Comedy, Drama, Fantasy, Kids|Movie|1|7/13/2002||Studio Jack|4Kids Entertainment, Miramax Films|OLM|Game|1 hr. 14 min.|PG - Children|2861|1547|89051|124|442|84577|210|234|3588|4666|5844|12089|17304|9594|4816|1364|441|134|110
1121|Pokemon Movie 06: Nanayo no Negaiboshi Jirachi|6.76|Adventure, Comedy, Kids, Drama, Fantasy|Movie|1|7/19/2003||TV Tokyo, Shogakukan-Shueisha Productions, Studio Jack|4Kids Entertainment, Miramax Films|OLM|Game|1 hr. 21 min.|PG - Children|4643|1748|75035|100|286|70943|195|208|3403|2760|3433|7633|13947|10583|5562|1884|727|312|173
1122|Pokemon Movie 07: Rekkuu no Houmonsha Deoxys|6.98|Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy|Movie|1|7/17/2004||Studio Jack|4Kids Entertainment, Miramax Films|OLM|Game|1 hr. 38 min.|PG - Children|3714|1584|85351|106|367|80893|225|234|3632|3336|4519|10224|17331|10441|5161|1548|586|202|138
1123|Bouken Ou Beet Excellion|6.72|Adventure, Fantasy, Shounen, Supernatural|TV|25|10/6/2005|3/30/2006|TV Tokyo, Dentsu||Toei Animation|Manga|24 min. per ep.|PG - Children|4788|5728|6800|6|272|4330|355|357|1486|163|235|550|895|665|380|184|60|23|23
1124|Seikai no Danshou: Tanjou|7.14|Military, Romance, Sci-Fi, Space|Special|1|8/25/2000||Bandai Visual, WOWOW|Funimation, Bandai Entertainment|Sunrise|Light novel|25 min.|PG-13 - Teens 13 or older|3046|5504|7508|10|155|5076|102|70|2105|223|369|823|1164|620|287|62|34|9|4
1126|Figure 17: Tsubasa & Hikaru|7.23|Sci-Fi, Slice of Life|TV|13|5/27/2001|5/26/2002|Bandai Visual, Genco, MediaNet|Media Blasters|OLM|Original|47 min. per ep.|PG-13 - Teens 13 or older|2645|4714|11068|58|489|3372|620|487|6100|226|354|666|837|419|254|86|38|15|12
1127|UFO Princess Valkyrie|6.75|Comedy, Ecchi, Magic, Sci-Fi|TV|12|7/4/2002|9/19/2002|Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment|ADV Films|TNK|Manga|23 min. per ep.|R+ - Mild Nudity|4670|3936|17103|45|797|8572|698|926|6110|355|489|1101|1872|1258|806|292|161|91|59
1128|UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku|6.97|Comedy, Romance, Sci-Fi|TV|12|10/4/2003|12/20/2003|Media Factory, KlockWorx, Toshiba Entertainment|ADV Films|TNK|Manga|23 min. per ep.|R+ - Mild Nudity|3732|5249|8393|13|289|5494|230|192|2188|221|351|791|1179|715|324|109|57|30|13
1129|UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou|6.88|Sci-Fi, Comedy, Romance|Special|1|8/23/2003||Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment|ADV Films|TNK|Manga|24 min.|PG-13 - Teens 13 or older|4133|7596|3287|1|81|2181|62|57|906|93|127|249|486|260|134|35|26|16|6
1130|Windaria|6.54|Action, Drama, Fantasy, Romance, Sci-Fi|Movie|1|7/19/1986||Gallop|ADV Films|Kaname Productions, Idol|Original|1 hr. 40 min.|R+ - Mild Nudity|5705|5510|7457|20|152|4184|103|100|2918|162|233|538|795|646|439|227|70|45|27
1132|Digimon Frontier|7.15|Action, Adventure, Comedy, Drama, Fantasy, Shounen|TV|50|4/7/2002|3/30/2003|Yomiko Advertising, Fuji TV|Flatiron Film Company|Toei Animation|Original|23 min. per ep.|PG - Children|2984|1155|127856|578|2419|110260|2711|4532|7934|6652|8891|17189|22771|13570|6881|2714|932|459|275
1133|Tenchi Muyou! GXP|7.18|Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space|TV|26|4/2/2002|9/25/2002|VAP|Funimation|AIC|Original|24 min. per ep.|PG-13 - Teens 13 or older|2869|3206|26064|134|1041|16972|944|1289|5818|1061|1500|2847|3594|1769|1049|493|219|142|105
1135|Munto: Toki no Kabe wo Koete|7.02|Action, Fantasy, Magic, Super Power|OVA|1|4/29/2005||Animation Do|Central Park Media|Kyoto Animation|Original|1 hr.|PG-13 - Teens 13 or older|3570|4763|10794|11|216|6889|153|109|3427|373|503|982|1405|801|427|183|77|26|20
1136|Betterman|6.6|Action, Adventure, Psychological, Comedy, Mecha, Drama, Horror, Mystery, Sci-Fi|TV|26|4/2/1999|10/1/1999||Bandai Entertainment, Sentai Filmworks|Sunrise|Original|24 min. per ep.|R - 17+ (violence & profanity)|5357|4529|12128|69|560|4348|689|778|5753|175|274|597|953|684|512|258|112|53|38
1137|Mushrambo|6.98|Sci-Fi, Adventure, Drama, Fantasy, Shounen|TV|32|2/5/2000|9/23/2000|TV Asahi|Saban Entertainment|Toei Animation|Original|23 min. per ep.|PG - Children|3710|4374|13286|73|424|9001|532|646|2683|526|607|1265|2177|1289|729|225|96|38|34
1138|Medarot|7.07|Adventure, Comedy, Sci-Fi, Shounen|TV|52|7/2/1999|6/30/2000|TV Tokyo, Nihon Ad Systems, Nelvana|ADV Films, Discotek Media, Shout! Factory|Bee Train|Game|24 min. per ep.|PG - Children|3370|2312|47776|230|1685|35173|2154|2980|5784|1671|2527|5782|9065|5136|2474|717|265|122|54
1139|Monkey Magic|6.03|Kids, Adventure, Fantasy|TV|13|9/20/1998|12/13/1998||Bandai Entertainment, Discotek Media|Group TAC|Novel|25 min. per ep.|PG - Children|8123|11493|645|1|27|301|24|92|201|12|10|21|47|43|40|29|10|13|9
1140|Giniro no Kami no Agito|7.11|Adventure, Drama, Fantasy, Romance, Sci-Fi|Movie|1|1/7/2006||GDH, Dentsu, Media Factory, Shochiku, Victor Entertainment, Yahoo! Japan, Asahi Broadcasting|Funimation|Gonzo|Original|1 hr. 35 min.|PG-13 - Teens 13 or older|3169|1930|63565|174|1047|41520|607|366|20025|2410|3948|7308|9058|5182|2628|1274|530|264|119
1141|Palme no Ki|6.54|Adventure, Drama, Fantasy, Romance|Movie|1|3/16/2002||Genco, Kadokawa Shoten|ADV Films|Palm Studio||2 hr. 16 min.|PG-13 - Teens 13 or older|5691|6085|5821|11|121|2922|78|106|2594|114|180|391|540|471|275|151|59|48|24
1142|Hachimitsu to Clover II|8.26|Drama, Josei, Romance, Slice of Life|TV|12|6/30/2006|9/15/2006|Genco, Fuji TV, Sony Music Entertainment, Shueisha|VIZ Media, Discotek Media|J.C.Staff|Manga|23 min. per ep.|PG-13 - Teens 13 or older|256|1525|90170|973|1990|59361|1875|1225|25719|9592|12650|13234|7377|2725|1172|431|145|94|150
1143|.hack//Intermezzo|6.56|Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi|Special|1|3/28/2003|||Bandai Entertainment|Bee Train|Original|24 min.|PG-13 - Teens 13 or older|5545|3546|21155|13|240|15463|250|214|4988|466|632|1528|2968|2446|1485|502|193|84|64
1144|Tenchi Muyou! in Love 2: Haruka Naru Omoi|7.21|Sci-Fi, Drama, Romance, Shounen|Movie|1|4/24/1999||AIC, Genco, Pioneer LDC, Nippon Cultural Broadcasting|Funimation, Geneon Entertainment USA|||1 hr. 35 min.|R+ - Mild Nudity|2717|4294|13902|23|236|10333|158|96|3079|535|805|1702|2144|1008|494|177|64|32|35
1145|Kaze no Youjinbou|7.19|Action, Mystery, Drama, Shounen|TV|25|10/2/2001|3/26/2002||Bandai Entertainment|Studio Pierrot|Original|23 min. per ep.|R - 17+ (violence & profanity)|2806|4775|10760|30|500|2788|490|486|6496|127|275|600|690|366|182|76|32|15|23
1146|Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!|7.37|Comedy, Harem, Romance, Sci-Fi, Shounen|OVA|1|9/25/1993||Pioneer LDC|Funimation, Geneon Entertainment USA|AIC|Original|43 min.|R+ - Mild Nudity|2017|4398|13111|15|227|9929|131|109|2715|543|744|1777|2304|918|346|104|29|18|11
1147|Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?|7.26|Action, Sci-Fi, Harem, Space, Comedy, Shounen|OVA|1|9/14/2005||VAP|Funimation|AIC|Original|30 min.|PG-13 - Teens 13 or older|2551|4897|10018|16|200|6949|128|109|2632|445|507|1127|1463|639|281|116|50|28|26
1148|Teito Monogatari|5.99|Historical, Horror, Supernatural|OVA|4|9/27/1991|9/25/1992|Toei Video, Oz|ADV Films|Madhouse|Novel|47 min. per ep.|R+ - Mild Nudity|8254|5558|7309|25|336|2721|159|224|3869|68|91|242|481|514|371|201|118|48|39
1149|Choujuushin Gravion Zwei|6.65|Adventure, Comedy, Mecha, Sci-Fi, Shounen|TV|12|1/8/2004|3/25/2004||ADV Films|Gonzo|Original|23 min. per ep.|R+ - Mild Nudity|5118|5465|7642|14|291|4480|263|270|2338|118|233|542|986|700|375|151|75|32|33
1150|Legend of Crystania|6.02|Action, Adventure, Fantasy, Magic, Supernatural|OVA|3|11/21/1996|4/23/1997|Kadokawa Shoten, Marubeni||Triangle Staff||45 min. per ep.|R - 17+ (violence & profanity)|8151|6909|4242|6|162|2113|100|105|1762|62|50|159|343|371|266|133|51|55|24
1151|Dominion|6.93|Sci-Fi, Comedy, Police, Mecha|OVA|4|5/27/1988|8/11/1989|Toshiba Entertainment|Central Park Media|Agent 21|Manga|36 min. per ep.|PG-13 - Teens 13 or older|3893|4329|13540|52|454|7810|298|291|4687|244|562|1328|1938|1147|508|190|93|27|21
1152|New Dominion Tank Police|6.95|Police, Comedy, Mecha, Sci-Fi, Shounen|OVA|6|10/20/1993|10/21/1994|Sanctuary|Maiden Japan|J.C.Staff|Manga|30 min. per ep.|PG-13 - Teens 13 or older|3813|5161|8741|35|306|5214|232|169|2820|154|337|809|1370|764|340|104|38|7|11
1153|Crying Freeman|6.48|Action, Police, Martial Arts, Romance, Drama, Seinen|OVA|6|11/25/1988|2/25/1994||ADV Films, Discotek Media|Toei Animation|Manga|52 min. per ep.|R+ - Mild Nudity|5975|5243|8474|43|392|3631|334|370|3747|169|220|496|770|580|377|224|101|63|44
1154|Mother: Saigo no Shoujo Eve|5.72|Adventure, Drama, Sci-Fi|Movie|1|12/26/1993||||Toei Animation||1 hr. 20 min.|PG-13 - Teens 13 or older|9090|10237|1099|8|43|566|20|34|436|22|19|31|63|74|80|47|25|24|14
1155|Melty Lancer|5.94|Adventure, Comedy, Sci-Fi, Space|OVA|6|5/25/1999|5/25/2000||Bandai Entertainment|Gonzo|Game|30 min. per ep.|PG-13 - Teens 13 or older|8411|9128|1765|4|85|735|71|82|792|20|14|51|102|139|121|48|26|9|11
1156|I: Wish You Were Here|6.07|Action, Drama, Mystery, Sci-Fi|TV|4|10/4/2001|11/24/2001|GDH, Media Factory|ADV Films|Gonzo|Original|27 min. per ep.|PG-13 - Teens 13 or older|7963|5208|8628|11|273|4507|193|254|3401|125|196|362|772|816|617|330|141|93|36
1157|Final Fantasy: Unlimited|6.2|Action, Adventure, Fantasy, Sci-Fi, Shounen|TV|25|10/2/2001|3/26/2002|TV Tokyo, Dentsu, TV Tokyo Music|ADV Films|Gonzo|Game|24 min. per ep.|PG-13 - Teens 13 or older|7341|2854|32443|92|1119|17162|1882|3708|8572|614|879|1802|3529|3072|2424|1489|754|439|320
1158|Geobreeders: File-X Chibi Neko Dakkan|6.3|Adventure, Comedy, Shounen, Supernatural|OVA|3|5/21/1998|10/21/1998|Victor Entertainment|Central Park Media|Chaos Project|Manga|30 min. per ep.|R+ - Mild Nudity|6885|8250|2537|5|89|1432|63|73|880|23|48|151|272|233|169|77|17|14|7
1159|Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa|6.34|Adventure, Comedy, Sci-Fi, Shounen|OVA|4|7/26/2000|3/23/2001|Chaos Project|||Manga|25 min. per ep.|R+ - Mild Nudity|6687|9558|1501|2|59|854|43|40|505|13|33|84|164|148|84|41|9|6|4
1160|Gundress|5.53|Action, Mecha, Sci-Fi|Movie|1|3/20/1999||Nikkatsu, Sanctuary|Media Blasters|||1 hr. 25 min.|R+ - Mild Nudity|9595|7656|3192|0|119|1695|58|74|1246|16|28|90|208|319|256|157|99|46|39
1161|Maze☆Bakunetsu Jikuu (TV)|6.65|Adventure, Comedy, Fantasy, Mecha, Shounen|TV|25|4/3/1997|9/25/1997|Kadokawa Shoten|Central Park Media|J.C.Staff|Manga|24 min. per ep.|PG-13 - Teens 13 or older|5157|6223|5491|9|299|2148|350|394|2300|70|106|310|545|384|220|111|33|15|19
1162|Maze☆Bakunetsu Jikuu|6.11|Adventure, Comedy, Fantasy, Mecha, Shounen|OVA|2|7/24/1996|9/21/1996|Kadokawa Shoten|Central Park Media|J.C.Staff|Manga|30 min. per ep.|R+ - Mild Nudity|7785|7998|2787|4|92|1591|70|79|955|34|52|124|255|283|164|92|44|26|16
1163|Neo Ranga|6.53|Adventure, Horror, Mecha|TV|48|4/6/1998|9/28/1999|Pony Canyon, Marubeni|ADV Films|Studio Pierrot|Original|15 min. per ep.|PG-13 - Teens 13 or older|5717|4793|10670|17|676|2653|714|765|5862|65|176|365|665|539|366|158|83|34|31
1164|Mahou Senshi Louie|7.17|Adventure, Comedy, Fantasy, Magic, Shounen|TV|24|4/3/2001|9/18/2001||ADV Films|J.C.Staff|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|2904|3806|18187|73|863|9919|852|766|5787|445|862|1910|2603|1352|662|170|64|35|24
1165|Sakura Taisen: Ouka Kenran|6.58|Adventure, Mecha, Sci-Fi, Shounen|OVA|4|12/18/1997|7/24/1998||ADV Films|Radix|Game|30 min. per ep.|PG-13 - Teens 13 or older|5499|6655|4677|2|133|2551|103|108|1782|63|106|281|580|419|228|87|37|15|6
1166|Sakura Taisen: Gouka Kenran|6.86|Adventure, Mecha, Sci-Fi, Shounen|OVA|6|12/18/1999|12/21/2000|animate Film, Sega, Imagine|ADV Films|Radix|Game|30 min. per ep.|PG-13 - Teens 13 or older|4206|7263|3750|8|114|1987|93|85|1471|73|106|246|441|290|132|42|18|4|4
1167|Samurai Gun|6|Action, Historical, Seinen|TV|12|10/4/2004|12/14/2004|Avex Entertainment, TV Asahi|ADV Films|Studio Egg|Manga|24 min. per ep.|R - 17+ (violence & profanity)|8237|5411|7838|9|434|2970|364|590|3480|64|111|250|578|593|433|256|130|82|53
1168|Musekinin Kanchou Tylor OVA|7.25|Adventure, Comedy, Drama, Military, Sci-Fi, Space|OVA|10|10/1/1994|8/1/1996|d-rights|Nozomi Entertainment|Studio Deen||37 min. per ep.|PG-13 - Teens 13 or older|2587|5422|7775|11|333|4372|325|191|2554|201|430|862|1076|479|242|73|23|9|7
1169|Green Legend Ran|6.66|Adventure, Drama, Sci-Fi|OVA|3|11/25/1992|3/25/1993|Pioneer LDC|Sentai Filmworks, Geneon Entertainment USA|AIC|Original|45 min. per ep.|R - 17+ (violence & profanity)|5100|6395|5163|14|153|2461|113|77|2359|76|137|305|559|368|230|85|34|11|11
1170|Slayers Special|7.37|Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen|OVA|3|7/25/1996|5/25/1997|Kadokawa Shoten, Marubeni|ADV Films|J.C.Staff|Light novel|29 min. per ep.|PG-13 - Teens 13 or older|2041|3936|17069|23|250|12906|249|124|3540|745|1060|2331|2657|1241|510|143|54|19|16
1171|Slayers Excellent|7.33|Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen|OVA|3|10/25/1998|3/25/1999|Bandai Visual|ADV Films|J.C.Staff|Light novel|29 min. per ep.|PG-13 - Teens 13 or older|2196|3844|17916|18|289|13280|250|148|3949|691|1086|2343|2796|1338|519|159|42|20|20
1172|Slayers Try|7.83|Adventure, Comedy, Demons, Magic, Fantasy, Shounen|TV|26|4/4/1997|9/26/1997|SoftX, E&G Films|Funimation, Central Park Media|J.C.Staff|Light novel|23 min. per ep.|PG-13 - Teens 13 or older|770|2335|47000|236|1086|36182|1035|639|8058|3108|4972|8204|6634|2273|777|212|57|28|31
1174|Munto|6.83|Fantasy, Magic, Romance|OVA|1|3/18/2003|||Central Park Media|Kyoto Animation|Original|54 min.|PG-13 - Teens 13 or older|4321|3851|17807|46|454|9885|254|216|6998|509|647|1205|1902|1312|743|322|155|72|41
1175|Metal Fighter Miku|6.04|Sci-Fi, Comedy, Sports, Shounen|TV|13|7/8/1994|9/30/1994|Victor Entertainment, Studio Jack|Media Blasters, Central Park Media|J.C.Staff|Original|25 min. per ep.|PG-13 - Teens 13 or older|8075|7713|3147|7|127|997|133|179|1711|21|22|67|191|205|185|60|31|15|6
1176|Unkai no Meikyuu Zeguy|5.78|Action, Adventure, Fantasy|OVA|2|3/21/1993|5/21/1993|KSS|Central Park Media||Original|36 min. per ep.|R - 17+ (violence & profanity)|8900|9594|1488|1|70|667|31|54|666|15|15|34|92|125|113|52|29|17|10
1177|Alien 9|6.67|Sci-Fi, Horror, Psychological, School|OVA|4|6/25/2001|2/25/2002|Bandai Visual, Genco, MediaNet, AT-X, Nippon Columbia|Central Park Media|J.C.Staff|Manga|28 min. per ep.|R - 17+ (violence & profanity)|5045|3138|27363|288|711|15088|492|595|10477|544|1109|2229|3142|2263|1275|682|291|182|150
1178|Detonator Orgun|6.45|Action, Sci-Fi, Mecha|OVA|3|8/25/1991|4/25/1992|Darts|Central Park Media|AIC, Artmic|Original|52 min. per ep.|R+ - Mild Nudity|6142|6521|4931|13|146|2691|112|129|1853|101|146|300|567|449|314|136|68|28|16
1179|Gakuen Senki Muryou|7.07|Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen|TV|26|5/8/2001|12/4/2001|Starchild Records|Nozomi Entertainment|Madhouse|Original|25 min. per ep.|PG-13 - Teens 13 or older|3353|6112|5743|25|328|1838|309|274|2994|104|147|372|430|254|141|58|20|12|12
1180|Hyper Police|6.95|Action, Comedy, Police, Romance, Sci-Fi|TV|25|4/3/1997|9/25/1997|Kadokawa Shoten, Marubeni, Nippon Columbia||Studio Pierrot|Manga|24 min. per ep.|R - 17+ (violence & profanity)|3817|5235|8470|39|519|3022|459|469|4001|140|246|465|759|457|296|95|40|14|18
